,Page,Formatted_content,Processed_content,keywords
130,10,"electronic methods, such as with your card, telephone, or chase.com. 1. Types of EFT servicesa. Debit and ATM cards","electronic method , card , telephone , chase.com . 1 . Types EFT servicesa . Debit ATM card","['eft servicesa debit', 'card telephone chase', 'debit atm card', 'types eft servicesa', 'electronic method card', 'telephone chase com', 'servicesa debit atm', 'atm card', 'debit atm', 'method card telephone']"
131,10,"As a condition of opening certain accounts, you agree that we may automatically issue you a Chase debit or ATM card. However, activating your card is not required to keep your account open. We may reissue you a new card automatically before your current card expires; we will deactivate your old card when you activate your ","condition opening certain account , agree may automatically issue Chase debit ATM card . However , activating card required keep account open . may reissue new card automatically current card expires ; deactivate old card activate","['chase debit atm', 'atm card activating', 'automatically issue chase', 'issue chase debit', 'debit atm card', 'chase debit', 'card activating card', 'activating card required', 'atm card', 'card activating']"
132,10,replacement card. Your Personal Identi ﬁcation Number (PIN) will remain the same. You can use your card as follows: At ATMs to: • Withdraw cash;,replacement card . Personal Identi ﬁcation Number ( PIN ) remain . use card follows : ATMs : • Withdraw cash ;,"['replacement card personal', 'replacement card', 'ﬁcation number pin', 'card personal identi', 'remain use card', 'number pin remain', 'card follows atms', 'number pin', 'use card', 'atms withdraw cash']"
133,10,• Transfer money;,• Transfer money ;,"['transfer money', 'transfer', 'money']"
134,10,• Check your balances;,• Check balance ;,"['check balance', 'balance', 'check']"
135,10,• Deposit cash or checks;*,• Deposit cash check ; *,"['deposit cash check', 'deposit cash', 'cash check', 'deposit', 'cash', 'check']"
136,10,• Make payments to qualifying Chase credit cards and loans;*,• Make payment qualifying Chase credit card loan ; *,"['payment qualifying chase', 'qualifying chase credit', 'chase credit', 'chase credit card', 'make payment qualifying', 'card loan', 'credit card loan', 'payment qualifying', 'make payment', 'loan']"
137,10,• Obtain a copy of recent account activity.*,• Obtain copy recent account activity . *,"['copy recent account', 'recent account activity', 'copy recent', 'obtain copy recent', 'recent account', 'account activity', 'obtain copy', 'copy', 'account', 'recent']"
138,10,"Services marked with an asterisk (*) are available only at Chase ATMs, and all services may not be available at all Chase ATMs.When you use a Chase ATM, you will have access to all of your personal checking, savings and credit card accounts, regardless of whether the accounts are linked to ","Services marked asterisk ( * ) available Chase ATMs , service may available Chase ATMs.When use Chase ATM , access personal checking , saving credit card account , regardless whether account linked","['chase atm access', 'chase atms service', 'chase atms use', 'asterisk available chase', 'atms use chase', 'use chase atm', 'available chase atms', 'chase atms', 'service available chase', 'chase atm']"
139,10,"your card. When linking multiple accounts to your card, one checking account and one savings account will be designated as primary. We also offer cards with limited functions for your deposit accounts, such as deposit-only business cards that can be linked to a checking or savings account. Subject to the limited functions provided for each card, limited-function cards are also considered “cards” under this agreement. You can use a non-Chase ATM only if it is in a participating network. Your primary checking and savings accounts will be accessible on that network, and your other ","card . linking multiple account card , one checking account one saving account designated primary . also offer card limited function deposit account , deposit-only business card linked checking saving account . Subject limited function provided card , limited-function card also considered “ card ” agreement . use non-Chase ATM participating network . primary checking saving account accessible network ,","['chase atm participating', 'non chase atm', 'chase atm', 'multiple account card', 'card checking account', 'account card', 'atm participating network', 'deposit business card', 'card limited function', 'provided card limited']"
140,10,"linked accounts may be accessible. Outside the U.S., only your primary checking account is usually accessible. We may charge a Non-Chase ATM Fee, and the ATM owner/network may also charge a fee. Any of these fees may be charged for any activity, including withdrawals, balance inquiries and transfers. We generally waive the","linked account may accessible . Outside U.S. , primary checking account usually accessible . may charge Non-Chase ATM Fee , ATM owner/network may also charge fee . fee may charged activity , including withdrawal , balance inquiry transfer . generally waive","['chase atm fee', 'non chase atm', 'chase atm', 'atm fee', 'atm fee atm', 'fee atm owner', 'linked account accessible', 'fee atm', 'atm owner', 'primary checking account']"
141,10,Return to Table of Contents,Return Table Contents,"['return table contents', 'return table', 'table contents', 'table', 'return', 'contents']"
142,11,Effective 10/15/2023Non-Chase ATM Fee for a balance inquiry or transfer if it is made in connection with a withdrawal at the same non-Chase ATM at the same time with the same card. ,Effective 10/15/2023Non-Chase ATM Fee balance inquiry transfer made connection withdrawal non-Chase ATM time card .,"['chase atm fee', 'chase atm time', 'chase atm', 'atm fee balance', 'non chase atm', '2023non chase atm', 'atm fee', 'withdrawal non chase', 'fee balance inquiry', 'atm time card']"
143,11,"On some accounts, we will refund ATM fees charged by the ATM owner/network; however, some ATM owners/networks do not identify these fees in the information they send to us and, as a result, we may not automatically refund the fee. If for any reason the refund is not processed, please contact us. If you choose to convert an international transaction to U.S. dollars at either an ATM or on a purchase, foreign currency commissions and fees included in the exchange rate charged by third parties are excluded from Chase reimbursements. You can use your debit card (but not your ATM card):At participating merchants to: • Purchase goods and services. Purchases are subtracted from your primary checking account. If you have arranged with your merchant to make recurring ","account , refund ATM fee charged ATM owner/network ; however , ATM owners/networks identify fee information send u , result , may automatically refund fee . reason refund processed , please contact u . choose convert international transaction U.S. dollar either ATM purchase , foreign currency commission fee included exchange rate charged third party excluded Chase reimbursement . use debit card ( ATM card ) : participating merchant : • Purchase good service . Purchases subtracted primary checking account . arranged merchant make recurring","['atm purchase foreign', 'refund atm fee', 'atm fee charged', 'fee charged atm', 'transaction dollar atm', 'atm fee', 'exchange rate charged', 'dollar atm purchase', 'international transaction dollar', 'debit card atm']"
144,11,"payments, you must notify the merchant if your card number or expiration date has changed or your debit card is closed. We may also provide the merchant or the participating network your new account number and expiration date. • Withdraw cash while making a purchase using your PIN if the merchant permits the cash-back option. • Send or receive payments from another person, or receive payments from a business by providing your card number to third-party payment services. At participating financial institutions to: • Withdraw funds at a teller. Withdrawals are subtracted from your primary checking account. You will be charged a Non-ATM Cash Fee. b. Electronic transfers using your account numberYou may authorize a third party to transfer funds to or from your account by providing your account number and your routing number or your debit card number. These transfers may use various payment networks and may take various forms, such as: • Employer payroll, government bene ﬁts or other direct deposits;","payment , must notify merchant card number expiration date changed debit card closed . may also provide merchant participating network new account number expiration date . • Withdraw cash making purchase using PIN merchant permit cash-back option . • Send receive payment another person , receive payment business providing card number third-party payment service . participating financial institution : • Withdraw fund teller . Withdrawals subtracted primary checking account . charged Non-ATM Cash Fee . b . Electronic transfer using account numberYou may authorize third party transfer fund account providing account number routing number debit card number . transfer may use various payment network may take various form , : • Employer payroll , government bene ﬁts direct deposit ;","['use various payment', 'payment service', 'payment network various', 'electronic transfer using', 'payment service participating', 'various payment network', 'fee electronic transfer', 'debit card', 'cash fee electronic', 'payment network']"
145,11,• One-time or recurring charges to your account to pay bills or make a purchase;,• One-time recurring charge account pay bill make purchase ;,"['recurring charge account', 'recurring charge', 'time recurring charge', 'charge account', 'charge account pay', 'account pay', 'pay make purchase', 'account pay make', 'make purchase', 'charge']"
146,11,• Transfers between external accounts and your Chase accounts; or,• Transfers external account Chase account ;,"['external account chase', 'transfers external account', 'account chase account', 'chase account', 'transfers external', 'account chase', 'external account', 'chase', 'transfers', 'account']"
147,11,"• A “check conversion” transfer, where a merchant or other payee creates an electronic transfer from your paper check. The merchant may keep your check or return it to you. c. Online banking and Chase MobileYou may use chase.com or Chase Mobile to view your account information, make deposits (Chase Mobile only), transfer funds between your Chase accounts, pay ","• “ check conversion ” transfer , merchant payee creates electronic transfer paper check . merchant may keep check return . c. Online banking Chase MobileYou may use chase.com Chase Mobile view account information , make deposit ( Chase Mobile ) , transfer fund Chase account , pay","['chase mobile transfer', 'transfer fund chase', 'conversion transfer', 'check conversion transfer', 'mobile transfer fund', 'deposit chase mobile', 'conversion transfer merchant', 'banking chase mobileyou', 'transfer fund', 'mobile transfer']"
148,11,"qualifying Chase loans or credit cards, or make payments from your account to third parties. Enroll for these services on chase.com or by downloading the Chase Mobile ","qualifying Chase loan credit card , make payment account third party . Enroll service chase.com downloading Chase Mobile","['qualifying chase loan', 'enroll service chase', 'downloading chase mobile', 'chase loan credit', 'chase loan', 'service chase com', 'chase mobile', 'chase com downloading', 'chase com', 'downloading chase']"
149,11,"app for select mobile devices. You must agree to the additional disclosures and speci ﬁc terms for using these services when you enroll. d. Telephone bankingYou may use our automated customer service system or speak to us to get your account information, transfer funds between your accounts with us, or pay qualifying Chase loans or credit cards. You must have a valid deposit or loan account and a valid password or PIN to use the automated system. Business account owners may also ","app select mobile device . must agree additional disclosure speci ﬁc term using service enroll . d. Telephone bankingYou may use automated customer service system speak u get account information , transfer fund account u , pay qualifying Chase loan credit card . must valid deposit loan account valid password PIN use automated system . Business account owner may also","['chase loan', 'qualifying chase loan', 'chase loan credit', 'enroll telephone bankingyou', 'telephone bankingyou use', 'deposit loan account', 'bankingyou use automated', 'bankingyou use', 'deposit loan', 'loan account']"
150,11,use a valid Taxpayer Identi ﬁcation Number (TIN). e. Transfers for Overdraft ProtectionTransfers to and from your accounts for Overdraft Protection are also EFTs and subject to these terms. 2. Important information and agreements about your carda. Authorizations and holds,use valid Taxpayer Identi ﬁcation Number ( TIN ) . e. Transfers Overdraft ProtectionTransfers account Overdraft Protection also EFTs subject term . 2 . Important information agreement carda . Authorizations hold,"['tin transfers overdraft', 'transfers overdraft protectiontransfers', 'overdraft protectiontransfers account', 'overdraft protection efts', 'protectiontransfers account overdraft', 'overdraft protectiontransfers', 'overdraft protection', 'account overdraft protection', 'transfers overdraft', 'number tin transfers']"
151,11,"Most merchants ask us to authorize your purchase. When we give authorization to a merchant, we will reserve or place a hold on your available balance, generally for three business days, for the amount of the authorization. There may be delays of several days between the authorization and the date the transaction is presented for payment, and your transaction may post to your account after the authorization hold has lifted. We may authorize or refuse to authorize a transaction based on a different amount than the authorization request, because some merchants request authorization for ","merchant ask u authorize purchase . give authorization merchant , reserve place hold available balance , generally three business day , amount authorization . may delay several day authorization date transaction presented payment , transaction may post account authorization hold lifted . may authorize refuse authorize transaction based different amount authorization request , merchant request authorization","['purchase authorization merchant', 'merchant ask authorize', 'authorize purchase', 'ask authorize purchase', 'merchant request authorization', 'authorize purchase authorization', 'authorization request merchant', 'authorization merchant reserve', 'authorization merchant', 'purchase authorization']"
152,11,"an amount that is unrelated to the actual amount of the purchase (such as self-service fuel). For some types of purchases we may place a hold for a longer period. There are times—for example, at restaurants, hotels or car rental agencies—that merchants ","amount unrelated actual amount purchase ( self-service fuel ) . type purchase may place hold longer period . times—for example , restaurant , hotel car rental agencies—that merchant","['fuel type purchase', 'purchase self service', 'self service fuel', 'service fuel', 'type purchase place', 'service fuel type', 'type purchase', 'purchase place hold', 'purchase place', 'unrelated actual purchase']"
153,11,"won’t know the exact amount of your purchase when they request the authorization. If the authorization is more or less than your actual purchase amount, the hold may remain for a day or two even after your purchase amount has been subtracted from your available balance. We will pay the purchase amount from your balance whenever the merchant sends it to us, even if the hold has expired. b. Overdrafts with your card","’ know exact amount purchase request authorization . authorization le actual purchase amount , hold may remain day two even purchase amount subtracted available balance . pay purchase amount balance whenever merchant sends u , even hold expired . b . Overdrafts card","['purchase balance merchant', 'pay purchase balance', 'purchase request authorization', 'purchase balance', 'pay purchase', 'overdrafts card', 'balance pay purchase', 'purchase hold remain', 'purchase hold', 'merchant sends hold']"
154,11,"For personal accounts, unless you have noti ﬁed us that you DO want us to pay debit card overdrafts at our discretion, we generally won’t authorize an everyday debit ","personal account , unless noti ﬁed u want u pay debit card overdraft discretion , generally ’ authorize everyday debit","['authorize everyday debit', 'everyday debit', 'debit card', 'pay debit', 'personal account unless', 'personal account', 'debit card overdraft', 'want pay debit', 'pay debit card', 'debit']"
155,11,"card transaction if your available balance isn’t enough to pay that transaction, and we will not charge an Overdraft Fee. For business accounts, if you have noti ﬁed us ","card transaction available balance ’ enough pay transaction , charge Overdraft Fee . business account , noti ﬁed u","['transaction charge overdraft', 'card transaction available', 'card transaction', 'overdraft fee business', 'charge overdraft fee', 'pay transaction charge', 'pay transaction', 'transaction available balance', 'charge overdraft', 'balance pay transaction']"
156,11,"NOT to pay overdrafts we generally won’t authorize a debit card transaction if your available balance isn’t enough to pay that transaction, and we will not charge an ","pay overdraft generally ’ authorize debit card transaction available balance ’ enough pay transaction , charge","['pay overdraft generally', 'pay overdraft', 'overdraft generally authorize', 'overdraft generally', 'overdraft', 'debit card transaction', 'generally authorize debit', 'authorize debit', 'balance pay transaction', 'pay transaction']"
157,11,"Overdraft Fee. When we give authorization to a merchant for your purchase, your available balance will decrease. But the authorization will not prevent certain transactions, such as ","Overdraft Fee . give authorization merchant purchase , available balance decrease . authorization prevent certain transaction ,","['overdraft fee authorization', 'overdraft fee', 'balance decrease authorization', 'fee authorization merchant', 'fee authorization', 'authorization merchant purchase', 'overdraft', 'prevent certain transaction', 'authorization merchant', 'decrease authorization']"
158,11,"ACH transactions and checks, from posting to your account, which can leave your account without enough funds. To avoid Overdraft Fees, be sure to keep enough funds in your account to avoid overdrawing your account, including enough funds for previously authorized debit card transactions not yet posted to your account. We rely on transaction coding sent to us by the merchant or other third party to determine whether the transaction is everyday or recurring, which affects whether or not ","ACH transaction check , posting account , leave account without enough fund . avoid Overdraft Fees , sure keep enough fund account avoid overdrawing account , including enough fund previously authorized debit card transaction yet posted account . rely transaction coding sent u merchant third party determine whether transaction everyday recurring , affect whether","['debit card transaction', 'transaction everyday recurring', 'avoid overdrawing account', 'avoid overdraft fees', 'account avoid overdrawing', 'ach transaction check', 'avoid overdraft', 'authorized debit', 'authorized debit card', 'overdrawing account']"
159,11,"we would authorize these transactions at our discretion and whether we can assess you Overdraft Fees. If any other transaction overdraws your account, we will assess fees described in the sections Overdrafts, Fees and Overdraft Protection , Posting Order and Processing , and the Fee Schedule. c. Canceling your cardWe may cancel your card at any time without notice. You may cancel your card by calling us. If you do, please destroy it. Return to Table of Contents","would authorize transaction discretion whether ass Overdraft Fees . transaction overdraws account , ass fee described section Overdrafts , Fees Overdraft Protection , Posting Order Processing , Fee Schedule . c. Canceling cardWe may cancel card time without notice . may cancel card calling u . , please destroy . Return Table Contents","['overdraft fees transaction', 'fees overdraft protection', 'authorize transaction discretion', 'overdrafts fees overdraft', 'fees overdraft', 'ass overdraft fees', 'discretion ass overdraft', 'transaction overdraws', 'overdraft fees', 'overdrafts fees']"
160,12,Effective 10/15/2023d. Our right to refuse transactions,Effective 10/15/2023d . right refuse transaction,"['right refuse transaction', 'refuse transaction', 'right refuse', '2023d right refuse', 'refuse', 'effective 10 15', 'effective 10', '2023d', '15 2023d right', 'transaction']"
161,12,"We can refuse to authorize any transaction when your card has been reported lost or stolen or when we reasonably believe there may be fraudulent, suspicious or illegal activity. If you lock your card, we will stop authorizing everyday debit card transactions and ATM withdrawals but may still authorize recurring debit card transactions. Any card we issue to you will be unlocked when you activate it. e. Foreign exchange transactions","refuse authorize transaction card reported lost stolen reasonably believe may fraudulent , suspicious illegal activity . lock card , stop authorizing everyday debit card transaction ATM withdrawal may still authorize recurring debit card transaction . card issue unlocked activate . e. Foreign exchange transaction","['card stop authorizing', 'authorize transaction card', 'refuse authorize transaction', 'atm withdrawal authorize', 'card transaction atm', 'lock card stop', 'transaction card reported', 'transaction card issue', 'stop authorizing', 'lock card']"
162,12,"The exchange rate applied to card transactions that occur in a different currency will be selected by the network that processes the transaction. The network will select from the range of rates available in wholesale currency markets or a rate mandated by the government that issues or controls the currency in that country on the date it processes the transaction. The processing date on which the exchange rate is applied may differ from the date you used your card. When the card transaction is posted to your account, we will charge a Foreign Exchange Rate Adjustment Fee on the card transaction amount after conversion to U.S. dollars. The exchange rate we use may include a spread, commissions or other costs that we, our affiliates or vendors charge in providing foreign exchange to you. The exchange ","exchange rate applied card transaction occur different currency selected network process transaction . network select range rate available wholesale currency market rate mandated government issue control currency country date process transaction . processing date exchange rate applied may differ date used card . card transaction posted account , charge Foreign Exchange Rate Adjustment Fee card transaction amount conversion U.S. dollar . exchange rate use may include spread , commission cost , affiliate vendor charge providing foreign exchange . exchange","['card transaction conversion', 'card transaction', 'exchange rate use', 'card transaction occur', 'card card transaction', 'transaction conversion', 'applied card transaction', 'exchange rate adjustment', 'transaction conversion dollar', 'charge foreign exchange']"
163,12,"rate may vary among customers depending on your relationship, products with us, or the type of transaction being conducted, the dollar amount, type of currency, and the date and the time of the exchange. You should expect that these rates will be less favorable than rates quoted online or in publications. f. Debit or credit prompts at terminals","rate may vary among customer depending relationship , product u , type transaction conducted , dollar amount , type currency , date time exchange . expect rate le favorable rate quoted online publication . f. Debit credit prompt terminal","['favorable rate quoted', 'rate vary', 'rate quoted online', 'rate quoted', 'rate vary customer', 'favorable rate', 'le favorable rate', 'expect rate', 'exchange expect rate', 'debit credit prompt']"
164,12,"If a merchant asks “Debit or Credit?” when you make a purchase, you can choose either one and your purchase will be subtracted from your primary checking account. • If you select Debit, you must also enter your PIN. • If you select Credit, you may have to provide a signature except for some smaller amounts and when paying for self-service fuel. g. ATM safety and safeguarding your account informationBe safe at ATMs. Some ATM locations are recorded by a surveillance camera or cameras. We advise you to be aware of your surroundings before, during and after any ATM use. Here are some additional tips: • Choose an ATM that is well lit. • Don’t use an ATM that looks unusual or altered. • During the hours of darkness, consider having someone accompany you to the ATM. • If you suspect the ATM isn’t working properly or if you notice anything suspicious, cancel the transaction and ﬁnd another machine. • When using a Chase ATM with a separate entry door, you should close the door completely upon entering and should not permit entrance to any unknown person after regular banking hours. • If you need emergency assistance as a result of criminal activity or medical emergency, contact 911. • At a walk-up ATM, minimize transaction time by having your card ready to use. At a drive-up ATM, keep your car engine running and lock your doors. • Stand between the ATM and anyone waiting to use the machine or cover your hand so others can’t see your PIN or the transaction amount. • As soon as your transaction is complete, remove your card from the ATM, and then put away your money, receipt, and card. • Contact the police or a security officer if you see any suspicious activity at the ATM. If you think you’re being followed, go to a heavily populated, well lighted area, and immediately contact the police. • Complaints concerning security at New York Chase ATMs should be reported to the Chase Security Department at 1-800-900-0001 or the New York State Department of Financial Services at 1-888-697-2861. Keep your PIN confidential. Never give your PIN to anyone, and don’t write it down. In addition, to keep your card information safe: • Use a PIN that others can’t easily ﬁgure out. • To change your PIN (or if you forget your PIN), request a new PIN at chase.com, call us or visit any Chase branch. Protect your debit card or ATM card as you would a credit card or cash. Notify us immediately if your card is lost or stolen, or if you discover any other error. The sooner you report a problem, the sooner we can take precautions ","merchant asks “ Debit Credit ? ” make purchase , choose either one purchase subtracted primary checking account . • select Debit , must also enter PIN . • select Credit , may provide signature except smaller amount paying self-service fuel . g. ATM safety safeguarding account informationBe safe ATMs . ATM location recorded surveillance camera camera . advise aware surroundings , ATM use . additional tip : • Choose ATM well lit . • ’ use ATM look unusual altered . • hour darkness , consider someone accompany ATM . • suspect ATM ’ working properly notice anything suspicious , cancel transaction ﬁnd another machine . • using Chase ATM separate entry door , close door completely upon entering permit entrance unknown person regular banking hour . • need emergency assistance result criminal activity medical emergency , contact 911 . • walk-up ATM , minimize transaction time card ready use . drive-up ATM , keep car engine running lock door . • Stand ATM anyone waiting use machine cover hand others ’ see PIN transaction amount . • soon transaction complete , remove card ATM , put away money , receipt , card . • Contact police security officer see suspicious activity ATM . think ’ followed , go heavily populated , well lighted area , immediately contact police . • Complaints concerning security New York Chase ATMs reported Chase Security Department 1-800-900-0001 New York State Department Financial Services 1-888-697-2861 . Keep PIN confidential . Never give PIN anyone , ’ write . addition , keep card information safe : • Use PIN others ’ easily ﬁgure . • change PIN ( forget PIN ) , request new PIN chase.com , call u visit Chase branch . Protect debit card ATM card would credit card cash . Notify u immediately card lost stolen , discover error . sooner report problem , sooner take precaution","['atms reported chase', 'chase atms reported', 'reported chase security', 'using chase atm', 'atm safety', 'atm safety safeguarding', 'debit card atm', 'chase security department', 'chase branch protect', 'accompany atm suspect']"
165,12,to ensure your card isn’t misused. 3. Daily dollar limits on ATM withdrawals and card purchases,ensure card ’ misused . 3 . Daily dollar limit ATM withdrawal card purchase,"['atm withdrawal card', 'withdrawal card purchase', 'limit atm withdrawal', 'ensure card misused', 'atm withdrawal', 'dollar limit atm', 'withdrawal card', 'card misused daily', 'ensure card', 'card purchase']"
166,12,"To protect your balance, we place daily dollar limits on ATM withdrawals and card purchases, even if your available balance is higher than the daily limit. Your limits are contained in the product information you received when you opened your account. However, we may: • Allow transactions that exceed your limits. • Temporarily reduce your limits without notice, for security purposes. • Change your limits (we’ll notify you if we do). Your card will be restricted if we consider your account to be inactive or dormant.4. Receipts and statements","protect balance , place daily dollar limit ATM withdrawal card purchase , even available balance higher daily limit . limit contained product information received opened account . However , may : • Allow transaction exceed limit . • Temporarily reduce limit without notice , security purpose . • Change limit ( ’ notify ) . card restricted consider account inactive dormant.4 . Receipts statement","['limit atm withdrawal', 'dollar limit atm', 'atm withdrawal card', 'atm withdrawal', 'limit atm', 'withdrawal card purchase', 'daily dollar limit', 'allow transaction exceed', 'account allow transaction', 'withdrawal card']"
167,12,"You can receive or have the option to receive a receipt at ATMs, from a banker at a branch, online through chase.com, and at merchant locations each time you make a ","receive option receive receipt ATMs , banker branch , online chase.com , merchant location time make","['branch online chase', 'online chase com', 'chase com merchant', 'online chase', 'receipt atms banker', 'receive receipt atms', 'atms banker branch', 'receipt atms', 'chase com', 'banker branch online']"
168,12,"transaction. However, for certain small dollar transactions at merchant locations, you may not receive a receipt. See Statements and notices  for information about periodic statements. To con ﬁrm that you have received a direct deposit, review your balance and recent transactions through chase.com, Chase Mobile, at an ATM, or call us. Return to Table of Contents","transaction . However , certain small dollar transaction merchant location , may receive receipt . See Statements notice information periodic statement . con ﬁrm received direct deposit , review balance recent transaction chase.com , Chase Mobile , ATM , call u . Return Table Contents","['transaction chase com', 'transaction chase', 'recent transaction chase', 'dollar transaction merchant', 'chase mobile atm', 'small dollar transaction', 'dollar transaction', 'transaction certain small', 'chase com', 'transaction merchant location']"
169,13,Effective 10/15/20235. In case of errors or questions about your electronic funds transfers,Effective 10/15/20235 . case error question electronic fund transfer,"['electronic fund transfer', 'question electronic fund', 'fund transfer', '20235 case error', 'error question electronic', 'electronic fund', '15 20235 case', 'case error question', 'case error', '20235 case']"
170,13,"If you think your statement is wrong, or if you need more information about a transaction listed on it, see the How to Contact Us  section. For personal accounts only, the following procedures apply: We must hear from you NO LATER than 60 days after we sent you the FIRST statement on which the error appeared. Please provide us with the following: • Your name and account number;","think statement wrong , need information transaction listed , see Contact Us section . personal account , following procedure apply : must hear LATER 60 day sent FIRST statement error appeared . Please provide u following : • name account number ;","['day sent statement', 'account following procedure', 'sent statement', 'sent statement error', 'provide following account', 'need information transaction', 'following account number', 'account number', 'statement error', 'statement error appeared']"
171,13,"• A description of the error or the transaction you are unsure about, and why you think it is an error or want more information; and","• description error transaction unsure , think error want information ;","['description error transaction', 'error transaction unsure', 'error transaction', 'description error', 'error want information', 'error want', 'transaction unsure think', 'transaction unsure', 'error', 'transaction']"
172,13,"• The amount of the suspected error. We will determine whether an error occurred within 10 business days after we hear from you and will correct any error promptly. However, if we need more time, we ","• amount suspected error . determine whether error occurred within 10 business day hear correct error promptly . However , need time ,","['10 business day', 'occurred 10 business', 'error promptly', 'correct error promptly', 'error promptly need', 'suspected error determine', 'suspected error', 'business day', 'determine error', 'error determine']"
173,13,"may take up to 45 days to investigate your complaint or question. If we do this, we will credit your account within 10 business days for the amount you think is in error, ","may take 45 day investigate complaint question . , credit account within 10 business day amount think error ,","['complaint question credit', 'day investigate complaint', 'question credit account', 'complaint question', '45 day investigate', '10 business day', 'investigate complaint', 'investigate complaint question', 'credit account', 'complaint']"
174,13,so that you will have the use of the money during the time it takes us to complete our investigation. If your ﬁrst account deposit is less than 30 days before the date of ,use money time take u complete investigation . ﬁrst account deposit le 30 day date,"['ﬁrst account deposit', 'account deposit', 'account deposit le', 'deposit', 'ﬁrst account', 'account', 'investigation ﬁrst account', 'deposit le 30', 'deposit le', '30 day']"
175,13,"the suspected error, the 10-business-day period is extended to 20 business days. If your ﬁrst account deposit is less than 30 days before the date of the suspected error ","suspected error , 10-business-day period extended 20 business day . ﬁrst account deposit le 30 day date suspected error","['account deposit', 'ﬁrst account deposit', 'account deposit le', 'date suspected error', '10 business day', 'deposit', 'extended 20 business', '20 business day', 'day ﬁrst account', 'day period extended']"
176,13,"or the transaction occurred at a point-of-sale location or outside the U.S., the 45-day period is extended to 90 days. If you call us, we may require that you send us your complaint or question in writing within 10 business days. If we do not receive it within 10 business days, we may not ","transaction occurred point-of-sale location outside U.S. , 45-day period extended 90 day . call u , may require send u complaint question writing within 10 business day . receive within 10 business day , may","['10 business day', 'send complaint', 'occurred point sale', 'send complaint question', 'require send complaint', 'complaint question', 'business day receive', 'business day', 'complaint', 'transaction occurred']"
177,13,"credit your account. We will tell you the results within three business days after completing our investigation. If we decide that there was no error, we will send you a written explanation. ","credit account . tell result within three business day completing investigation . decide error , send written explanation .","['credit account', 'credit account tell', 'investigation decide error', 'result business day', 'completing investigation decide', 'day completing investigation', 'credit', 'investigation decide', 'completing investigation', 'account tell result']"
178,13,"You may ask for copies of the documents that we used in our investigation. For business accounts, our practice is to follow the procedures described above, but we are not legally required to do so. For example, we are not required to give ","may ask copy document used investigation . business account , practice follow procedure described , legally required . example , required give","['document used investigation', 'ask copy document', 'procedure described legally', 'investigation business account', 'described legally required', 'ask copy', 'investigation business', 'used investigation business', 'document used', 'legally required example']"
179,13,"provisional credit, or to ﬁnalize the claim during the periods stated above. We require you to notify us no later than 30 days after we sent you the ﬁrst statement on ","provisional credit , ﬁnalize claim period stated . require notify u later 30 day sent ﬁrst statement","['provisional credit ﬁnalize', 'provisional credit', 'credit ﬁnalize claim', 'claim period stated', 'claim period', 'ﬁnalize claim period', 'ﬁnalize claim', 'credit', 'credit ﬁnalize', 'claim']"
180,13,which the error appeared. We may require you to provide us with a written statement that the disputed transaction was unauthorized.6. Our liability for failure to complete transactions,error appeared . may require provide u written statement disputed transaction unauthorized.6 . liability failure complete transaction,"['disputed transaction unauthorized', 'statement disputed transaction', 'disputed transaction', 'transaction unauthorized', 'transaction unauthorized liability', 'failure complete transaction', 'unauthorized liability failure', 'error appeared', 'complete transaction', 'transaction']"
181,13,"If we do not complete a transaction from your personal account on time or in the correct amount, we will be liable for your losses or damages. However, we are not liable for any failed transaction if you do not have enough money in your balance to cover a transaction, if the ATM or device does not have enough cash or is not working properly, if circumstances beyond our control prevent the transaction, if the merchant requests authorization for an amount greater than the purchase amount, or if there are other exceptions stated in this agreement or as provided by law. We are not liable for failure to complete a transaction on a business account if we send you notice that the transaction was not completed. 7. Preauthorized (recurring) transfers and stop payments","complete transaction personal account time correct amount , liable loss damage . However , liable failed transaction enough money balance cover transaction , ATM device enough cash working properly , circumstance beyond control prevent transaction , merchant request authorization amount greater purchase amount , exception stated agreement provided law . liable failure complete transaction business account send notice transaction completed . 7 . Preauthorized ( recurring ) transfer stop payment","['liable failed transaction', 'cover transaction atm', 'failed transaction money', 'liable failed', 'cover transaction', 'transaction atm', 'transfer stop payment', 'liable failure complete', 'failed transaction', 'transaction business account']"
182,13,"You may use your account or debit card to make recurring payments. If these recurring payments vary in amount, the payee will tell you the amount and date of the next payment at least 10 days before the payment due date. You may choose to get this notice from your payee only when the payment would differ by more than a certain amount from the previous payment or when the amount would fall outside certain limits that you set. You can stop some payments before the scheduled payment date in the following ways: 1.  If you provided your card number for the recurring transfer, you must contact us by telephone or at the branch and give us the exact card number. We will close the ","may use account debit card make recurring payment . recurring payment vary amount , payee tell amount date next payment least 10 day payment due date . may choose get notice payee payment would differ certain amount previous payment amount would fall outside certain limit set . stop payment scheduled payment date following way : 1 . provided card number recurring transfer , must contact u telephone branch give u exact card number . close","['make recurring payment', 'payment recurring payment', 'payment recurring', 'recurring payment', 'recurring payment recurring', 'scheduled payment', 'payment scheduled payment', 'recurring transfer', 'stop payment scheduled', 'scheduled payment date']"
